0,471,Седан,2019,Автоматическая,Черный,Бензин,Отличное,16 см³,0,0,
0,254,Седан,2007,Механическая,Черный,Бензин,Хорошее,16 см³,0,0,
6 000 000 тг.,106,Седан,2018,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
6 000 000 тг.,183,Седан,2018,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 500 см³,
1 200 000 тг.,640,Седан,2013,Механическая,Бежевый,Бензин,Хорошее,100 000 км,1 600 см³,0,
0,169,Седан,2007,Автоматическая,Серебристый,Бензин,Отличное,2,173 000 км,2 000 см³,
6 200 000 тг.,203,Седан,2010,Автоматическая,Черный,Бензин,Отличное,2,200 000 км,1 800 см³,
4 550 000 тг.,1512,Седан,2007,Автоматическая,Серебристый,Другой,Отличное,240 см³,0,0,
1 700 000 тг.,174,Седан,2011,Механическая,Зеленый,Бензин,Отличное,16 см³,0,0,
850 000 тг.,615,Седан,2010,Механическая,Серый,Бензин,Отличное,3,135 000 км,16 см³,
1 100 000 тг.,2967,Седан,2007,Механическая,Черный,Бензин,Отличное,250 км,16 см³,0,
0,136,Седан,2007,Механическая,Зеленый,Бензин,Отличное,16 см³,0,0,
3 790 000 тг.,854,Седан,2007,Автоматическая,Серый,Бензин,Хорошее,2 000 см³,0,0,
215 000 тг.,1062,Седан,2019,Автоматическая,Асфальт,Бензин,Отличное,1,10 000 км,2 см³,
4 900 000 тг.,5448,Седан,2005,Автоматическая,Серебристый,Бензин,Отличное,1,33 см³,0,
0,183,Седан,2008,Механическая,Вишнёвый,Бензин,Хорошее,1,107 000 км,105 см³,
215 000 тг.,936,Седан,2019,Автоматическая,Белый,Бензин,Отличное,1,10 000 км,2 см³,
600 000 тг.,1251,Седан,2007,Механическая,Красный,Бензин,Хорошее,135 000 км,1 600 см³,0,
0,608,Седан,2014,Механическая,Белый,Бензин,Требует ремонта,1,95 000 км,16 см³,
0,125,Седан,2012,Механическая,Белый,Бензин,Хорошее,1 500 см³,0,0,
2 200 000 тг.,6043,Седан,2006,Механическая,Серебристый,Бензин,Отличное,2,220 000 км,1 см³,
550 000 тг.,69,Седан,2005,Механическая,Серый,Бензин,Хорошее,2,250 000 км,15 см³,
1 000 000 тг.,247,Седан,2007,Механическая,Серебристый,Бензин,Отличное,2,16 см³,0,
0,308,Седан,2007,Механическая,Белый,Бензин,Среднее,2,60 000 км,15 см³,
3 000 000 тг.,226,Седан,2014,Механическая,Белый,Другой,Отличное,2,70 000 км,16 см³,
380 000 тг.,207,Седан,2019,Автоматическая,Бежевый,Бензин,Отличное,1,0,2 см³,
4 800 000 тг.,9083,Седан,2015,Механическая,Белый,Бензин,Отличное,2,90 000 км,1 600 см³,
2 900 000 тг.,480,Седан,2007,Другая,Белый,Бензин,Хорошее,1,212 км,1 600 см³,
650 000 тг.,162,Седан,2005,Механическая,Серебристый,Бензин,Отличное,300 000 км,16 см³,0,
0,1867,Седан,2005,Автоматическая,Белый,Бензин,Отличное,1,50 000 км,2 000 см³,
870 000 тг.,134,Седан,2006,Механическая,Серый,Бензин,Отличное,1,117 000 км,16 см³,
0,358,Седан,2013,Механическая,Черный,Бензин,Хорошее,2,145 000 км,1 800 см³,
850 000 тг.,70,Седан,2005,Механическая,Зеленый,Бензин,Хорошее,2,16 см³,0,
0,1878,Седан,2005,Механическая,Белый,Бензин,Хорошее,2,170 000 км,16 см³,
0,3317,Седан,2018,Механическая,Белый,Бензин,Отличное,1,19 077 км,1 600 см³,
0,280,Седан,2006,Механическая,Белый,Бензин,Хорошее,2,16 см³,0,
0,2198,Седан,2015,Механическая,Серый,Бензин,Отличное,2,83 000 км,16 см³,
6 600 000 тг.,198,Седан,2012,Автоматическая,Серый,Бензин,Отличное,2,95 000 км,2 500 см³,
0,244,Седан,2007,Механическая,Серебристый,Другой,Среднее,1,290 000 км,23 см³,
0,216,Седан,2007,Механическая,Белый,Бензин,Среднее,1,22 222 км,15 см³,
1 800 000 тг.,221,Седан,2012,Механическая,Белый,Другой,Хорошее,2,135 000 км,16 см³,
0,277,Седан,2011,Механическая,Белый,Бензин,Отличное,3,15 см³,0,
2 600 000 тг.,2586,Седан,2006,Автоматическая,Белый,Бензин,Отличное,1,83 500 км,2 см³,
5 700 000 тг.,238,Седан,2010,Автоматическая,Черный,Бензин,Отличное,2,138 000 км,24 см³,
0,606,Седан,2007,Механическая,Белый,Бензин,Хорошее,16 см³,0,0,
750 000 тг.,329,Седан,2012,Механическая,Серый,Бензин,Требует ремонта,16 см³,0,0,
700 000 тг.,315,Седан,2005,Механическая,Зеленый,Бензин,Хорошее,16 см³,0,0,
0,2622,Седан,2014,Автоматическая,Белый,Бензин,Отличное,1,124 000 км,16 см³,
3 400 000 тг.,175348,Седан,2007,Автоматическая,Голубой,Бензин,Хорошее,2,86 000 км,1 590 см³,
0,108,Седан,2007,Механическая,Вишнёвый,Бензин,Отличное,2,1 500 см³,0,
2 700 000 тг.,121,Седан,2013,Автоматическая,Белый,Бензин,Отличное,3,62 000 км,1 600 см³,
3 600 000 тг.,842,Седан,2007,Механическая,Серебристый,Бензин,Отличное,2,125 000 км,1 500 см³,
1 100 000 тг.,4601,Седан,2007,Механическая,Серебристый,Бензин,Хорошее,2,16 см³,0,
600 000 тг.,482,Седан,2019,Автоматическая,Красный,Бензин,Отличное,2 500 см³,0,0,
3 100 000 тг.,276,Седан,2005,Автоматическая,Белый,Бензин,Отличное,1,123 км,2 400 см³,
480 000 тг.,143,Седан,2005,Механическая,Синий,Бензин,Хорошее,1,331 488 км,15 см³,
2 500 000 тг.,962,Седан,2007,Автоматическая,Серебристый,Бензин,Хорошее,1,157 000 км,23 см³,
0,6423,Седан,2006,Автоматическая,Коричневый,Бензин,Отличное,2,181 000 км,2 400 см³,
0,6897,Седан,2015,Автоматическая,Белый,Бензин,Отличное,1,58 000 км,2 500 см³,
600 000 тг.,113,Седан,2005,Механическая,Серый,Бензин,Хорошее,16 см³,0,0,
0,352,Седан,2005,Автоматическая,Белый,Бензин,Хорошее,1,123 км,2 400 см³,
0,271,Седан,2008,Механическая,Белый,Бензин,Хорошее,2,60 000 км,17 см³,
2 000 000 тг.,110,Седан,2016,Механическая,Серый,Бензин,Требует ремонта,1,180 000 км,16 см³,
0,108,Седан,2006,Механическая,Золотой,Бензин,Хорошее,1,300 000 км,15 см³,
1 600 000 тг.,152,Седан,2011,Механическая,Черный,Бензин,Хорошее,107 000 км,1 500 см³,0,
3 450 000 тг.,542,Седан,2006,Автоматическая,Серый,Бензин,Хорошее,2,24 см³,0,
0,4327,Седан,2015,Механическая,Синий,Бензин,Отличное,57 000 км,1 400 см³,0,
1 850 000 тг.,68,Седан,2014,Механическая,Белый,Бензин,Отличное,2,125 000 км,15 см³,
0,145,Седан,2014,Механическая,Белый,Другой,Хорошее,1 600 см³,0,0,
680 000 тг.,179,Седан,2006,Механическая,Серебристый,Бензин,Хорошее,2,16 см³,0,
400 000 тг.,420,Седан,2012,Автоматическая,Белый,Бензин,Отличное,2,115 000 км,2 500 см³,
4 500 000 тг.,572,Седан,2014,Автоматическая,Серебристый,Бензин,Отличное,1,71 000 км,1 600 см³,
630 000 тг.,107,Седан,2005,Механическая,Серебристый,Бензин,Хорошее,16 см³,0,0,
0,97,Седан,2005,Механическая,Серебристый,Другой,Отличное,200 000,1 500,0,
3 600 000 тг.,5128,Седан,2014,Механическая,Белый,Бензин,Хорошее,1,112 000 км,1 400 см³,
3 300 000 тг.,729,Седан,2013,Механическая,Красный,Бензин,Отличное,2,140 000 км,1 600 см³,
1 500 000 тг.,779,Седан,2006,Автоматическая,Бирюзовый,Бензин,Отличное,1,60 000 км,2 400 см³,
700 000 тг.,257,Седан,2007,Механическая,Серый,Бензин,Хорошее,1,15 см³,0,
1 950 000 тг.,8512,Седан,2005,Автоматическая,Белый,Бензин,Отличное,2,141 000,2,
0,7682,Седан,2013,Механическая,Асфальт,Бензин,Хорошее,345 000 км,1 500 см³,0,
0,235,Седан,2011,Механическая,Золотой,Бензин,Отличное,2,180 км,8 см³,
2 850 000 тг.,881,Седан,2011,Автоматическая,Серебристый,Бензин,Отличное,2,130 000 км,18 см³,
3 900 000 тг.,409,Седан,2007,Автоматическая,Голубой,Бензин,Хорошее,137 000 км,3 500 см³,0,
2 900 000 тг.,128,Седан,2007,Автоматическая,Асфальт,Бензин,Отличное,3,200 000 км,2 700 см³,
0,78,Седан,2014,Автоматическая,Серый,Бензин,Хорошее,1,25 см³,0,
650 000 тг.,823,Седан,2011,Механическая,Черный,Бензин,Отличное,2,10 000 км,15 см³,
900 000 тг.,514,Седан,2008,Механическая,Серебристый,Бензин,Отличное,220 000 км,1 600 см³,0,
0,1040,Седан,2005,Механическая,Синий,Бензин,Требует ремонта,1,70 000 км,16 см³,
450 000 тг.,30,Седан,2005,Механическая,Серый,Бензин,Требует ремонта,3,16 см³,0,
0,166,Седан,2008,Механическая,Синий,Бензин,Хорошее,1,100 000 км,15 см³,
0,140,Седан,2006,Механическая,Бежевый,Другой,Среднее,1,190 000 км,16 см³,
1 600 000 тг.,131,Седан,2012,Механическая,Зеленый,Бензин,Отличное,2,150 000 км,1 см³,
Обмен,96,Седан,2014,Автоматическая,Бежевый,Бензин,Хорошее,1,15 см³,0,
2 500 000 тг.,4088,Седан,2008,Автоматическая,Серый,Бензин,Отличное,2,2 см³,0,
3 469 000 тг.,14594,Седан,2019,Автоматическая,Белый,Бензин,Отличное,15 см³,0,0,
180 000 тг.,1283,Седан,2006,Механическая,Синий,Бензин,Требует ремонта,4+,16 см³,0,
550 000 тг.,284,Седан,2006,Механическая,Белый,Бензин,Среднее,2 400 см³,0,0,
1 300 000 тг.,1875,Седан,2012,Механическая,Серый,Бензин,Отличное,2,152 км,16 см³,
900 000 тг.,1014,Седан,2007,Механическая,Черный,Бензин,Отличное,2,240 000 км,1 600 см³,
3 000 000 тг.,112,Седан,2011,Автоматическая,Черный,Бензин,Хорошее,2,118 000 км,1 300 см³,
5 000 000 тг.,2567,Седан,2014,Механическая,Серебристый,Бензин,Отличное,1,16 см³,0,
0,255,Седан,2014,Механическая,Бирюзовый,Бензин,Отличное,2,90 000 км,16 см³,
0,239,Седан,2005,Механическая,Асфальт,Бензин,Хорошее,170 000 км,14 см³,0,
1 900 000 тг.,2361,Седан,2013,Автоматическая,Белый,Бензин,Хорошее,95 000 км,16 см³,0,
1 200 000 тг.,1904,Седан,2005,Механическая,Вишнёвый,Бензин,Отличное,1,1 600 см³,0,
1 600 000 тг.,4261,Седан,2005,Механическая,Золотой,Бензин,Хорошее,2,240 000 км,2 см³,
2 500 000 тг.,438,Седан,2007,Автоматическая,Зеленый,Бензин,Отличное,667 см³,0,0,
800 000 тг.,75,Седан,2011,Механическая,Черный,Бензин,Хорошее,2,33 333 км,1 600 см³,
Обмен,320,Седан,2014,Автоматическая,Белый,Бензин,Отличное,1,96 000 км,15 см³,
0,76,Седан,2014,Автоматическая,Белый,Бензин,Отличное,1,96 000 км,15 см³,
0,569,Седан,2015,Автоматическая,Красный,Бензин,Отличное,2,92 000 км,160 см³,
1 650 000 тг.,268,Седан,2012,Механическая,Черный,Бензин,Хорошее,1,1 596 см³,0,
4 100 000 тг.,3692,Седан,2014,Механическая,Белый,Бензин,Отличное,1 400 см³,0,0,
1 000 000 тг.,296,Седан,2013,Механическая,Вишнёвый,Бензин,Отличное,1,16 см³,0,
4 000 000 тг.,1139,Седан,2015,Другая,Белый,Другой,Отличное,25 см³,0,0,
650 000 тг.,1397,Седан,2005,Механическая,Асфальт,Бензин,Отличное,16 см³,0,0,
0,95,Седан,2016,Автоматическая,Асфальт,Бензин,Отличное,98 000,2 500,0,
3 000 000 тг.,1274,Седан,2015,Механическая,Белый,Бензин,Отличное,1,64 км,1 см³,
3 400 000 тг.,635,Седан,2013,Автоматическая,Серый,Другой,Хорошее,2,113 000 км,1 600 см³,
3 200 000 тг.,4272,Седан,2011,Механическая,Черный,Бензин,Отличное,16 см³,0,0,
0,45,Седан,2011,Механическая,Белый,Бензин,Отличное,2,1 600 см³,0,
2 650 000 тг.,675,Седан,2013,Механическая,Черный,Бензин,Отличное,2,16 см³,0,
550 000 тг.,1483,Седан,2005,Механическая,Зеленый,Бензин,Хорошее,1 500 см³,0,0,
2 000 000 тг.,171,Седан,2013,Механическая,Белый,Бензин,Отличное,2,75 000 км,16 см³,
5 000 000 тг.,3407,Седан,2012,Автоматическая,Черный,Бензин,Отличное,1,90 000 км,16 см³,
5 500 000 тг.,1397,Седан,2014,Другая,Красный,Бензин,Отличное,1,55 000 км,1 591 см³,
550 000 тг.,175,Седан,2006,Механическая,Серебристый,Бензин,Среднее,1,146 500 км,16 см³,
0,373,Седан,2009,Автоматическая,Белый,Бензин,Хорошее,2 000 см³,0,0,
5 000 000 тг.,121,Седан,2014,Автоматическая,Белый,Бензин,Отличное,1,65 000 км,2 см³,
2 500 000 тг.,8074,Седан,2013,Автоматическая,Серый,Бензин,Отличное,16 см³,0,0,
650 000 тг.,781,Седан,2007,Механическая,Синий,Бензин,Хорошее,3,200 000 км,1 500 см³,
0,243,Седан,2010,Автоматическая,Асфальт,Бензин,Хорошее,2,113 555 км,16 см³,
0,342,Седан,2006,Механическая,Серый,Бензин,Хорошее,3,2 000 км,15 см³,
0,351,Седан,2011,Механическая,Синий,Бензин,Отличное,15 см³,0,0,
3 700 000 тг.,118,Седан,2015,Механическая,Бронзовый,Бензин,Отличное,1,69 000 км,1 600 см³,
0,993,Седан,2006,Механическая,Белый,Бензин,Хорошее,1,1 800 см³,0,
3 200 000 тг.,2459,Седан,2011,Автоматическая,Белый,Бензин,Отличное,2,16 см³,0,
2 400 000 тг.,307,Седан,2014,Механическая,Черный,Бензин,Отличное,2,126 000,1,
600 000 тг.,173,Седан,2005,Механическая,Серебристый,Бензин,Отличное,1 500 см³,0,0,
400 000 тг.,292,Седан,2008,Механическая,Зеленый,Бензин,Хорошее,1,15 см³,0,
420 000 тг.,365,Седан,2007,Механическая,Белый,Бензин,Отличное,1,300 000 км,17 см³,
0,688,Седан,2011,Автоматическая,Белый,Бензин,Отличное,2,1 600 см³,0,
1 900 000 тг.,2315,Седан,2013,Механическая,Черный,Бензин,Отличное,2,130 000 км,1 600 см³,
45 000 000 тг.,511,Седан,2009,Автоматическая,Синий,Бензин,Хорошее,1,125 000 км,4 400 см³,
0,71,Седан,2009,Механическая,Синий,Бензин,Отличное,2,15 см³,0,
3 500 000 тг.,157,Седан,2014,Механическая,Белый,Бензин,Отличное,2,82 000 км,1 600 см³,
0,181,Седан,2012,Механическая,Белый,Бензин,Хорошее,150 000 км,1 500 см³,0,
760 000 тг.,733,Седан,2006,Механическая,Серый,Бензин,Хорошее,3,170 км,15 см³,
0,311,Седан,2015,Механическая,Белый,Бензин,Отличное,2,146 000 км,87 см³,
3 170 000 тг.,179,Седан,2007,Автоматическая,Красный,Бензин,Отличное,76 000 км,3 800 см³,0,
0,199,Седан,2008,Механическая,Вишнёвый,Бензин,Хорошее,30 000 км,1 500 см³,0,
4 300 000 тг.,569,Седан,2008,Автоматическая,Черный,Бензин,Отличное,222 км,240 см³,0,
0,320,Седан,2013,Механическая,Синий,Бензин,Отличное,2,15 см³,0,
0,226,Седан,2012,Механическая,Серебристый,Бензин,Отличное,2,135 258 км,1 300 см³,
550 000 тг.,368,Седан,2007,Механическая,Синий,Бензин,Хорошее,2,23 000 км,16 см³,
1 100 000 тг.,245,Седан,2009,Автоматическая,Золотой,Бензин,Отличное,1,2 000 см³,0,
2 000 000 тг.,553,Седан,2014,Механическая,Серебристый,Бензин,Отличное,1,1 600 см³,0,
1 000 000 тг.,191,Седан,2008,Механическая,Серый,Бензин,Отличное,1 500 см³,0,0,
0,251,Седан,2005,Механическая,Серебристый,Бензин,Отличное,255 000 км,1 500 см³,0,
500 000 тг.,128,Седан,2005,Механическая,Голубой,Бензин,Отличное,2,220 000 км,15 см³,
0,246,Седан,2011,Механическая,Белый,Бензин,Отличное,3,135 000 км,1 600 см³,
1 100 000 тг.,160,Седан,2009,Механическая,Красный,Бензин,Хорошее,2,13 см³,0,
0,149,Седан,2012,Механическая,Серебристый,Бензин,Отличное,1,137 000 км,15 см³,
0,229,Седан,2007,Механическая,Серый,Другой,Отличное,2,135 000 км,15 см³,
0,215,Седан,2007,Автоматическая,Зеленый,Бензин,Отличное,2,2 400 см³,0,
0,208,Седан,2005,Механическая,Серый,Бензин,Отличное,1 500 см³,0,0,
700 000 тг.,185,Седан,2007,Механическая,Серый,Бензин,Отличное,2,16 см³,0,
0,3906,Седан,2008,Механическая,Синий,Бензин,Отличное,2,40 000 км,16 см³,
1 400 000 тг.,791,Седан,2015,Механическая,Асфальт,Бензин,Хорошее,1,81 000 км,13 см³,
4 200 000 тг.,1069,Седан,2008,Автоматическая,Серый,Бензин,Отличное,2,170 000 км,24 см³,
0,410,Седан,2014,Механическая,Черный,Бензин,Хорошее,3,134 000 км,16 см³,
1 200 000 тг.,432,Седан,2010,Механическая,Серый,Бензин,Хорошее,3,1 600 см³,0,
0,301,Седан,2007,Механическая,Серебристый,Другой,Хорошее,195 000 км,2 см³,0,
1 750 000 тг.,342,Седан,2012,Механическая,Белый,Бензин,Отличное,1 600 см³,0,0,
0,1739,Седан,2010,Механическая,Черный,Бензин,Отличное,2,110 000 км,16 см³,
4 200 000 тг.,4352,Седан,2008,Автоматическая,Белый,Бензин,Отличное,180 000 км,2 см³,0,
800 000 тг.,56,Седан,2010,Механическая,Серебристый,Бензин,Отличное,2,16 см³,0,
850 000 тг.,324,Седан,2008,Механическая,Зеленый,Бензин,Отличное,2,369 000 км,16 см³,
900 000 тг.,1261,Седан,2005,Механическая,Вишнёвый,Бензин,Отличное,3,160 000 км,1 600 см³,
0,1286,Седан,2005,Автоматическая,Серебристый,Бензин,Среднее,200 000 км,3 см³,0,
1 100 000 тг.,447,Седан,2007,Механическая,Синий,Бензин,Среднее,16 см³,0,0,
2 900 000 тг.,194,Седан,2007,Автоматическая,Черный,Бензин,Отличное,3,181 000 км,3 см³,
0,259,Седан,2008,Механическая,Вишнёвый,Бензин,Отличное,1,80 000 км,17 см³,
2 750 000 тг.,2269,Седан,2006,Автоматическая,Коричневый,Бензин,Отличное,2,70 000 км,2 см³,
600 000 тг.,318,Седан,2007,Механическая,Вишнёвый,Бензин,Хорошее,3,1 800 см³,0,
0,212,Седан,2011,Механическая,Серебристый,Бензин,Хорошее,3,16 см³,0,
1 400 000 тг.,369,Седан,2011,Механическая,Белый,Другой,Отличное,2,16 см³,0,
0,274,Седан,2011,Механическая,Вишнёвый,Бензин,Отличное,1,110 000 км,16 см³,
3 900 000 тг.,3870,Седан,2015,Автоматическая,Серебристый,Бензин,Отличное,1,88 000 км,1 600 см³,
900 000 тг.,371,Седан,2009,Механическая,Фиолетовый,Бензин,Хорошее,1 600 см³,0,0,
450 000 тг.,300,Седан,2006,Механическая,Белый,Бензин,Среднее,16 см³,0,0,
0,1492,Седан,2006,Механическая,Серебристый,Бензин,Хорошее,2,200 000 км,15 см³,
630 000 тг.,1408,Седан,2007,Механическая,Зеленый,Бензин,Отличное,2,130 000,15,
3 000 000 тг.,2780,Седан,2019,Автоматическая,Асфальт,Бензин,Отличное,1,1 км,3 см³,
0,294,Седан,2012,Механическая,Черный,Другой,Хорошее,179 000 км,1 596 см³,0,
0,2154,Седан,2006,Механическая,Серебристый,Бензин,Хорошее,2,200 000 км,15 см³,
0,957,Седан,2006,Автоматическая,Серый,Бензин,Отличное,3 см³,0,0,
3 400 000 тг.,1902,Седан,2005,Автоматическая,Синий,Дизель,Отличное,2 200 см³,0,0,
0,115,Седан,2005,Механическая,Серебристый,Бензин,Отличное,2,210 000 км,1 500 см³,
700 000 тг.,237,Седан,2005,Механическая,Серебристый,Бензин,Отличное,215 000 км,1 500 см³,0,
550 000 тг.,319,Седан,2007,Механическая,Бежевый,Бензин,Хорошее,3,305 000 км,16 см³,
3 700 000 тг.,165,Седан,2015,Механическая,Синий,Бензин,Отличное,50 000 км,16 см³,0,
380 000 тг.,463,Седан,2008,Механическая,Синий,Бензин,Хорошее,78 000 км,16 см³,0,
1 300 000 тг.,759,Седан,2014,Механическая,Черный,Бензин,Отличное,1,85 000 км,16 см³,
0,500,Седан,2007,Механическая,Коричневый,Бензин,Хорошее,1,100 000 км,1 555 см³,
0,275,Седан,2007,Механическая,Вишнёвый,Бензин,Отличное,72 000 км,1 500 см³,0,
0,852,Седан,2012,Механическая,Черный,Бензин,Среднее,2,120 000 км,1 600 см³,
380 000 тг.,625,Седан,2019,Механическая,Белый,Бензин,Отличное,2 см³,0,0,
690 000 тг.,814,Седан,2006,Механическая,Серый,Бензин,Отличное,2,200 000 км,16 см³,
3 100 000 тг.,240,Седан,2014,Автоматическая,Черный,Бензин,Хорошее,2,160 000 км,16 см³,
0,155,Седан,2014,Механическая,Белый,Бензин,Отличное,2,16 см³,0,
0,151,Седан,2013,Автоматическая,Синий,Бензин,Отличное,1,50 000 км,24 см³,
1 100 000 тг.,3607,Седан,2007,Механическая,Серый,Бензин,Отличное,2,230 000 км,16 см³,
0,2500,Седан,2008,Механическая,Серый,Бензин,Отличное,2,240 км,1 800 см³,
0,574,Седан,2006,Автоматическая,Черный,Бензин,Отличное,1,50 000 км,25 см³,
0,194,Седан,2009,Механическая,Белый,Бензин,Отличное,14 см³,0,0,
650 000 тг.,178,Седан,2007,Механическая,Серебристый,Бензин,Хорошее,15 см³,0,0,
0,244,Седан,2013,Механическая,Фиолетовый,Бензин,Отличное,2,140 000 км,16 см³,
2 800 000 тг.,970,Седан,2014,Автоматическая,Серебристый,Бензин,Отличное,1,150 000 км,15 см³,
1 700 000 тг.,523,Седан,2012,Механическая,Серебристый,Бензин,Хорошее,2,130 км,1 см³,
2 600 000 тг.,823,Седан,2012,Механическая,Синий,Бензин,Отличное,1,70 000 км,16 см³,
0,376,Седан,2008,Механическая,Черный,Бензин,Хорошее,3,15 см³,0,
0,256,Седан,2014,Автоматическая,Белый,Бензин,Отличное,2,99 000 км,20 см³,
1 400 000 тг.,702,Седан,2011,Механическая,Белый,Бензин,Хорошее,1 600 см³,0,0,
0,186,Седан,2007,Механическая,Голубой,Бензин,Отличное,1,0,1 600 см³,
0,164,Седан,2007,Механическая,Белый,Бензин,Среднее,1,15 см³,0,
880 000 тг.,134,Седан,2005,Механическая,Черный,Бензин,Хорошее,3,200 км,15 см³,
4 400 000 тг.,633,Седан,2015,Автоматическая,Голубой,Бензин,Отличное,1,45 000 км,2 см³,
250 000 тг.,118,Седан,2006,Автоматическая,Серый,Бензин,Хорошее,2,150 000 км,2 см³,
1 650 000 тг.,100,Седан,2012,Механическая,Черный,Бензин,Отличное,2,147 255 км,16 см³,
0,214,Седан,2012,Механическая,Белый,Бензин,Среднее,115 000 км,15 см³,0,
0,28,Седан,2005,Механическая,Серебристый,Бензин,Хорошее,146 000 км,1 500 см³,0,
0,405,Седан,2018,Автоматическая,Серебристый,Бензин,Отличное,1,16 см³,0,
199 000 тг.,517,Седан,2005,Механическая,Синий,Бензин,Хорошее,2,16 см³,0,
1 400 000 тг.,299,Седан,2012,Механическая,Черный,Бензин,Отличное,1,116 000 км,16 см³,
400 000 тг.,205,Седан,2006,Механическая,Черный,Бензин,Требует ремонта,4+,536 882 км,15 см³,
0,1164,Седан,2007,Автоматическая,Белый,Бензин,Хорошее,3 270 000 км,2 400 см³,0,
0,324,Седан,2013,Механическая,Серебристый,Бензин,Хорошее,1,212 000 км,16 см³,
0,167,Седан,2017,Автоматическая,Черный,Бензин,Отличное,2,58 000 км,24 см³,
9 300 000 тг.,1311,Седан,2016,Автоматическая,Белый,Бензин,Отличное,1,67 350 км,2 500 см³,
1 300 000 тг.,163,Седан,2010,Механическая,Серебристый,Другой,Хорошее,2,1 600 см³,0,
2 200 000 тг.,157,Седан,2013,Автоматическая,Белый,Другой,Отличное,2,120 000 км,1 600 см³,
420 000 тг.,147,Седан,2007,Механическая,Синий,Бензин,Хорошее,3,15 см³,0,
0,2031,Седан,2007,Автоматическая,Черный,Бензин,Хорошее,3,198 000 км,2 400 см³,
5 800 000 тг.,169,Седан,2012,Механическая,Серебристый,Бензин,Отличное,2,82 000 км,1 800 см³,
0,743,Седан,2012,Автоматическая,Белый,Бензин,Отличное,1 600 см³,0,0,
2 000 000 тг.,2211,Седан,2005,Автоматическая,Белый,Бензин,Отличное,2,166 000 км,23 см³,
1 000 000 тг.,124,Седан,2007,Механическая,Серый,Бензин,Хорошее,97 800 км,14 см³,0,
4 800 000 тг.,172,Седан,2007,Автоматическая,Черный,Бензин,Отличное,3,240 000 км,2 400 см³,
520 000 тг.,158,Седан,2005,Механическая,Голубой,Бензин,Хорошее,3,213 000 км,1 см³,
0,149,Седан,2014,Механическая,Черный,Бензин,Хорошее,1,75 000 км,1 500 см³,
3 800 000 тг.,505,Седан,2015,Механическая,Черный,Бензин,Отличное,42 000 км,1 600 см³,0,
0,208,Седан,2007,Автоматическая,Черный,Бензин,Отличное,3,180 000 км,35 см³,
1 900 000 тг.,596,Седан,2014,Механическая,Коричневый,Бензин,Отличное,2,78 000 км,15 см³,
600 000 тг.,146,Седан,2007,Механическая,Бежевый,Бензин,Отличное,16 см³,0,0,
0,443,Седан,2007,Механическая,Серебристый,Бензин,Отличное,15 см³,0,0,
0,130,Седан,2013,Механическая,Белый,Бензин,Хорошее,2,130 128 км,1 600 см³,
0,873,Седан,2007,Механическая,Черный,Бензин,Отличное,1 500 см³,0,0,
0,345,Седан,2013,Механическая,Белый,Бензин,Хорошее,2,130 128 км,1 600 см³,
0,880,Седан,2013,Механическая,Белый,Бензин,Хорошее,130 000 км,1 600 см³,0,
5 900 000 тг.,1075,Седан,2013,Автоматическая,Асфальт,Бензин,Отличное,74 893 км,16 см³,0,
0,204,Седан,2012,Механическая,Синий,Бензин,Отличное,2,118 000 км,16 см³,
0,436,Седан,2014,Механическая,Белый,Бензин,Отличное,2,16 см³,0,
7 800 000 тг.,253,Седан,2014,Автоматическая,Черный,Бензин,Отличное,1,56 000 км,2 см³,
3 300 000 тг.,825,Седан,2014,Автоматическая,Белый,Бензин,Хорошее,2,129 500 км,16 см³,
0,640,Седан,2007,Механическая,Асфальт,Другой,Хорошее,2,170 000 км,1 300 см³,
0,287,Седан,2007,Автоматическая,Белый,Бензин,Хорошее,169 999 км,24 см³,0,
2 200 000 тг.,1253,Седан,2014,Механическая,Серебристый,Бензин,Отличное,2,40 000 км,1 600 см³,
0,95,Седан,2013,Механическая,Синий,Бензин,Отличное,82 000 км,16 см³,0,
3 000 000 тг.,6053,Седан,2014,Автоматическая,Белый,Бензин,Хорошее,1,139 000 км,1 600 см³,
680 000 тг.,109,Седан,2008,Механическая,Серебристый,Бензин,Отличное,1,16 см³,0,
4 100 000 тг.,5659,Седан,2009,Автоматическая,Черный,Бензин,Отличное,1,145 000 км,1 800 см³,
4 500 000 тг.,184,Седан,2008,Автоматическая,Серебристый,Бензин,Отличное,2,170 000 км,16 см³,
3 200 000 тг.,703,Седан,2006,Механическая,Серый,Бензин,Хорошее,2,230 000 км,18 см³,
420 000 тг.,450,Седан,2009,Механическая,Вишнёвый,Бензин,Хорошее,10 000 км,16 см³,0,
3 550 000 тг.,367,Седан,2014,Механическая,Серебристый,Бензин,Отличное,1,180 000 км,1 600 см³,
0,92,Седан,2007,Автоматическая,Черный,Бензин,Отличное,1,20 см³,0,
3 500 000 тг.,2592,Седан,2013,Автоматическая,Черный,Бензин,Хорошее,1,100 км,1 600 см³,
0,3457,Седан,2005,Автоматическая,Черный,Другой,Отличное,1,81 000 км,23 см³,
0,516,Седан,2007,Автоматическая,Белый,Бензин,Хорошее,2 400 см³,0,0,
